0;0;0;0;land;false;unknown;0
1;186;187;226;land;false;plains;1
2;185;155;249;land;false;plains;1
3;248;172;215;land;false;plains;1
4;143;232;212;land;false;plains;1
5;245;100;235;land;false;plains;1
6;204;224;85;land;false;plains;1
7;136;239;253;land;false;plains;1
8;202;250;237;land;false;plains;1
9;240;172;252;land;false;plains;1
10;181;196;171;land;false;plains;1
11;243;100;210;land;false;plains;1
12;155;180;243;land;false;plains;1
13;208;239;107;land;false;plains;1
14;208;231;205;land;false;plains;1
15;222;83;246;land;false;plains;1
16;223;125;220;land;false;plains;1
17;235;100;228;land;false;plains;1
18;132;209;231;land;false;plains;1
19;69;246;187;land;false;plains;1
20;235;167;132;land;false;plains;1
21;241;204;135;land;false;plains;1
22;240;215;130;land;false;plains;1
23;206;63;239;land;false;plains;1
24;215;239;134;land;false;plains;1
25;222;247;122;land;false;plains;1
26;125;194;245;land;false;plains;1
27;224;198;204;land;false;plains;1
28;233;121;180;land;false;plains;1
29;245;226;201;land;false;plains;1
30;221;238;82;land;false;plains;1
31;90;226;252;land;false;plains;1
32;183;153;251;land;false;plains;1
33;80;185;251;land;false;plains;1
34;112;246;184;land;false;plains;1
35;165;201;254;land;false;plains;1
36;234;122;218;land;false;plains;1
37;235;193;198;land;false;plains;1
38;96;245;171;land;false;plains;1
39;253;159;214;land;false;plains;1
40;186;199;239;land;false;plains;1
41;173;248;96;land;false;plains;1
42;133;227;207;land;false;plains;1
43;138;144;247;land;false;plains;1
44;230;235;102;land;false;plains;1
45;189;223;123;land;false;plains;1
46;230;200;102;land;false;plains;1
47;204;178;226;land;false;plains;1
48;249;210;60;land;false;plains;1
49;247;197;234;land;false;plains;1
50;161;239;193;land;false;plains;1
51;176;178;212;land;false;plains;1
52;122;228;213;land;false;plains;1
53;192;195;137;land;false;plains;1
54;200;191;111;land;false;plains;1
55;136;205;175;land;false;plains;1
56;217;107;188;land;false;plains;1
57;88;216;249;land;false;plains;1
58;169;175;190;land;false;plains;1
59;147;180;233;land;false;plains;1
60;156;226;123;land;false;plains;1
61;196;213;244;land;false;plains;1
62;223;210;226;land;false;plains;1
63;217;241;93;land;false;plains;1
64;125;233;234;land;false;plains;1
65;238;211;91;land;false;plains;1
66;94;213;210;land;false;plains;1
67;227;157;120;land;false;plains;1
68;242;197;164;land;false;plains;1
69;234;229;253;land;false;plains;1
70;239;163;197;land;false;plains;1
71;227;184;236;land;false;plains;1
72;197;203;223;land;false;plains;1
73;78;246;198;land;false;plains;1
74;208;210;166;land;false;plains;1
75;44;231;247;land;true;plains;1
76;240;235;142;land;false;plains;1
77;109;220;203;land;false;plains;1
78;177;157;243;land;false;plains;1
79;208;89;252;land;false;plains;1
80;203;230;201;land;true;plains;1
81;248;230;82;land;false;plains;1
82;118;194;241;land;false;plains;1
83;232;232;136;land;false;plains;1
84;81;240;250;land;false;plains;1
85;232;192;81;land;false;plains;1
86;229;204;124;land;false;plains;1
87;155;148;242;land;false;plains;1
88;156;100;250;land;false;plains;1
89;232;125;179;land;false;plains;1
90;233;226;148;land;false;plains;1
91;218;209;152;land;false;plains;1
92;151;232;186;land;false;plains;1
93;162;250;159;land;false;plains;1
94;173;228;161;land;false;plains;1
95;231;120;248;land;false;plains;1
96;223;224;57;land;false;plains;1
97;174;210;171;land;false;plains;1
98;214;187;199;land;false;plains;1
99;246;84;243;land;false;plains;1
100;129;243;222;land;false;plains;1
101;201;219;140;land;false;plains;1
102;124;222;253;land;false;plains;1
103;166;133;205;land;false;plains;1
104;185;142;243;land;false;plains;1
105;250;216;106;land;false;plains;1
106;193;203;243;land;false;plains;1
107;188;242;103;land;false;plains;1
108;119;233;168;land;false;plains;1
109;205;252;106;land;false;plains;1
110;160;211;179;land;false;plains;1
111;251;58;249;land;false;plains;1
112;208;231;147;land;false;plains;1
113;211;85;225;land;false;plains;1
114;144;221;235;land;false;plains;1
115;109;195;211;land;false;plains;1
116;236;233;141;land;false;plains;1
117;247;165;187;land;false;plains;1
118;219;190;192;land;false;plains;1
119;190;248;185;land;false;plains;1
120;155;232;210;land;false;plains;1
121;111;235;194;land;false;plains;1
122;149;253;113;land;false;plains;1
123;120;197;227;land;false;plains;1
124;106;229;186;land;false;plains;1
125;244;241;151;land;false;plains;1
126;238;237;244;land;false;plains;1
127;243;64;234;land;false;plains;1
128;225;61;239;land;false;plains;1
129;207;192;163;land;false;plains;1
130;250;227;190;land;false;plains;1
131;236;63;224;land;false;plains;1
132;206;240;154;land;false;plains;1
133;154;251;164;land;false;plains;1
134;232;121;248;land;false;plains;1
135;237;163;189;land;false;plains;1
136;74;217;232;land;false;plains;1
137;172;172;189;land;false;plains;1
138;225;110;221;land;false;plains;1
139;234;121;146;land;false;plains;1
140;239;172;223;land;false;plains;1
141;149;180;236;land;false;plains;1
142;207;173;213;land;false;plains;1
143;185;224;153;land;false;plains;1
144;86;202;252;land;false;plains;1
145;161;229;179;land;false;plains;1
146;233;175;106;land;false;plains;1
147;179;176;219;land;false;plains;1
148;157;161;215;land;false;plains;1
149;225;48;247;land;false;plains;1
150;197;179;199;land;false;plains;1
151;253;247;181;land;false;plains;1
152;217;237;249;land;false;plains;1
153;219;238;188;land;false;plains;1
154;118;182;201;land;false;plains;1
155;234;229;138;land;false;plains;1
156;213;77;212;land;false;plains;1
157;91;244;191;land;false;plains;1
158;223;54;246;land;false;plains;1
159;230;175;105;land;false;plains;1
160;206;215;160;land;false;plains;1
161;83;236;250;land;false;plains;1
162;174;161;236;land;false;plains;1
163;206;185;177;land;false;plains;1
164;95;236;183;land;false;plains;1
165;227;67;233;land;false;plains;1
166;244;223;127;land;false;plains;1
167;248;194;190;land;false;plains;1
168;220;166;157;land;false;plains;1
169;215;142;202;land;false;plains;1
170;208;103;200;land;false;plains;1
171;154;219;140;land;false;plains;1
172;240;165;109;land;false;plains;1
173;250;206;125;land;false;plains;1
174;136;230;250;land;false;plains;1
175;247;238;174;land;false;plains;1
176;247;240;142;land;false;plains;1
177;251;179;181;land;false;plains;1
178;199;241;130;land;false;plains;1
179;112;214;233;land;false;plains;1
180;216;236;81;land;false;plains;1
